Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
62,Entry short,2025-08-13 07:15:00,Short,119120.8,0.13646,16255.224368000001,-163.21,-1,0,0,-156.65,-0.96,-3833.52,-38.34
63,Exit long,2025-08-13 16:15:00,BE,120455.7,0.194679,23430.299026499997,1.14,0,353.67,1.51,-65.32,-0.28,-3841.75,-38.42
63,Entry long,2025-08-13 11:15:00,Long,120353.5,0.194679,23430.299026499997,1.14,0,353.67,1.51,-65.32,-0.28,-3841.75,-38.42
64,Exit long,2025-08-13 16:15:00,BE,120455.7,0.19468,23430.41938,1.14,0,353.67,1.51,-65.32,-0.28,-3831.23,-38.31
64,Entry long,2025-08-13 11:15:00,Long,120353.5,0.19468,23430.41938,1.14,0,353.67,1.51,-65.32,-0.28,-3831.23,-38.31
65,Exit short,2025-08-14 13:30:00,TRAIL,119479,0.211059,25667.286002099998,429.81,1.67,876.58,3.41,-109.4,-0.43,-3401.42,-34.01
65,Entry short,2025-08-14 07:15:00,Short,121611.9,0.211059,25667.286002099998,429.81,1.67,876.58,3.41,-109.4,-0.43,-3401.42,-34.01
66,Exit long,2025-08-17 17:45:00,BE,117777,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-3422.76,-34.23
66,Entry long,2025-08-17 05:30:00,Long,117736.2,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-3422.76,-34.23
67,Exit long,2025-08-17 17:45:00,BE,117777,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-3424.1,-34.24
67,Entry long,2025-08-17 05:30:00,Long,117736.2,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-3424.1,-34.24
68,Exit short,2025-08-18 03:15:00,TP1,115760.1,0.212411,24999.882573799998,391.33,1.56,401.16,1.6,-62.93,-0.25,-3042.77,-30.43
68,Entry short,2025-08-17 18:00:00,Short,117695.8,0.212411,24999.882573799998,391.33,1.56,401.16,1.6,-62.93,-0.25,-3042.77,-30.43
69,Exit short,2025-08-18 16:45:00,TRAIL,115897.3,0.212411,24999.882573799998,362.17,1.45,646.52,2.59,-62.93,-0.25,-2670.6,-26.71
69,Entry short,2025-08-17 18:00:00,Short,117695.8,0.212411,24999.882573799998,362.17,1.45,646.52,2.59,-62.93,-0.25,-2670.6,-26.71
70,Exit long,2025-08-19 05:00:00,SL,114692.1,0.150307,17439.1893066,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-2891.61,-28.92
70,Entry long,2025-08-18 17:00:00,Long,116023.8,0.150307,17439.1893066,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-2891.61,-28.92
71,Exit long,2025-08-19 05:00:00,SL,114692.1,0.150308,17439.3053304,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-3098.67,-30.99
71,Entry long,2025-08-18 17:00:00,Long,116023.8,0.150308,17439.3053304,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-3098.67,-30.99
72,Exit long,2025-08-21 17:45:00,SL,112428.2,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-3314.04,-33.14
72,Entry long,2025-08-20 17:15:00,Long,114217,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-3314.04,-33.14
73,Exit long,2025-08-21 17:45:00,SL,112428.2,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-3519.18,-35.19
73,Entry long,2025-08-20 17:15:00,Long,114217,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-3519.18,-35.19
74,Exit long,2025-08-23 12:45:00,BE,115350.6,0.093216,10732.563983999999,11.36,0.11,206.46,1.92,-4.35,-0.04,-3512.11,-35.12
74,Entry long,2025-08-22 15:15:00,Long,115136.5,0.093216,10732.563983999999,11.36,0.11,206.46,1.92,-4.35,-0.04,-3512.11,-35.12
75,Exit long,2025-08-23 12:45:00,BE,115350.6,0.093217,10732.679120499999,11.36,0.11,206.46,1.92,-4.35,-0.04,-3496.46,-34.96
75,Entry long,2025-08-22 15:15:00,Long,115136.5,0.093217,10732.679120499999,11.36,0.11,206.46,1.92,-4.35,-0.04,-3496.46,-34.96
76,Exit short,2025-08-24 19:15:00,BE,114775.4,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3513.52,-35.14
76,Entry short,2025-08-24 07:45:00,Short,114834.8,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3513.52,-35.14
77,Exit short,2025-08-24 19:15:00,BE,114775.4,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3510.58,-35.11
77,Entry short,2025-08-24 07:45:00,Short,114834.8,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3510.58,-35.11
78,Exit long,2025-08-25 20:45:00,SL,110994.5,0.120749,13602.604273099998,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3726.95,-37.27
78,Entry long,2025-08-25 17:30:00,Long,112651.9,0.120749,13602.604273099998,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3726.95,-37.27
79,Exit long,2025-08-25 20:45:00,SL,110994.5,0.12075,13602.716924999999,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3932.45,-39.32
79,Entry long,2025-08-25 17:30:00,Long,112651.9,0.12075,13602.716924999999,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3932.45,-39.32
80,Exit short,2025-08-27 00:00:00,SL,111939.8,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-4092.8,-40.93
80,Entry short,2025-08-25 21:00:00,Short,110000.3,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-4092.8,-40.93
81,Exit short,2025-08-27 00:00:00,SL,111939.8,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-4246.35,-42.46
81,Entry short,2025-08-25 21:00:00,Short,110000.3,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-4246.35,-42.46
82,Exit short,2025-08-27 14:30:00,SL,111615.6,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4418.49,-44.18
82,Entry short,2025-08-27 09:45:00,Short,110704.7,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4418.49,-44.18
83,Exit short,2025-08-27 14:30:00,SL,111615.6,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4576.03,-45.76
83,Entry short,2025-08-27 09:45:00,Short,110704.7,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4576.03,-45.76
84,Exit long,2025-08-28 01:30:00,SL,110833,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-4796.7,-47.97
84,Entry long,2025-08-27 15:15:00,Long,112141.7,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-4796.7,-47.97
85,Exit long,2025-08-28 01:30:00,SL,110833,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-5003.64,-50.04
85,Entry long,2025-08-27 15:15:00,Long,112141.7,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-5003.64,-50.04
86,Exit long,2025-08-29 02:15:00,SL,111781.2,0.173993,19649.3252781,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5227.32,-52.27
86,Entry long,2025-08-28 05:45:00,Long,112931.7,0.173993,19649.3252781,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5227.32,-52.27
87,Exit long,2025-08-29 02:15:00,SL,111781.2,0.173994,19649.438209800002,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5435.28,-54.35
87,Entry long,2025-08-28 05:45:00,Long,112931.7,0.173994,19649.438209800002,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5435.28,-54.35
88,Exit short,2025-08-29 13:30:00,BE,110373.7,0.141233,15603.337100199999,2.45,0.02,151.85,0.97,-23.37,-0.15,-5439.07,-54.39
88,Entry short,2025-08-29 08:00:00,Short,110479.4,0.141233,15603.337100199999,2.45,0.02,151.85,0.97,-23.37,-0.15,-5439.07,-54.39
89,Exit short,2025-08-29 13:30:00,BE,110373.7,0.141234,15603.447579599999,2.45,0.02,151.86,0.97,-23.37,-0.15,-5430.38,-54.3
89,Entry short,2025-08-29 08:00:00,Short,110479.4,0.141234,15603.447579599999,2.45,0.02,151.86,0.97,-23.37,-0.15,-5430.38,-54.3
90,Exit short,2025-09-02 04:15:00,SL,110473.6,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5591.61,-55.92
90,Entry short,2025-08-29 15:00:00,Short,108707,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5591.61,-55.92
91,Exit short,2025-09-02 04:15:00,SL,110473.6,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5745.46,-57.45
91,Entry short,2025-08-29 15:00:00,Short,108707,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5745.46,-57.45
92,Exit long,2025-09-04 16:15:00,SL,109284.4,0.109382,12153.860609799998,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-5960.08,-59.6
92,Entry long,2025-09-02 14:45:00,Long,111113.9,0.109382,12153.860609799998,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-5960.08,-59.6
93,Exit long,2025-09-04 16:15:00,SL,109284.4,0.109383,12153.971723699999,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-6164.98,-61.65
93,Entry long,2025-09-02 14:45:00,Long,111113.9,0.109383,12153.971723699999,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-6164.98,-61.65
94,Exit long,2025-09-05 15:15:00,BE,111568.2,0.176543,19676.670682199998,4.16,0.02,325.6,1.65,-195.22,-0.99,-6168.68,-61.69
94,Entry long,2025-09-04 23:45:00,Long,111455.4,0.176543,19676.670682199998,4.16,0.02,325.6,1.65,-195.22,-0.99,-6168.68,-61.69
95,Exit long,2025-09-05 15:15:00,BE,111568.2,0.176544,19676.7821376,4.16,0.02,325.6,1.65,-195.22,-0.99,-6156.65,-61.57
95,Entry long,2025-09-04 23:45:00,Long,111455.4,0.176544,19676.7821376,4.16,0.02,325.6,1.65,-195.22,-0.99,-6156.65,-61.57
96,Exit short,2025-09-08 09:45:00,SL,111818,0.099722,11000.613041600001,-158.96,-1.44,41.75,0.38,-154.5,-1.4,-6320.01,-63.2
96,Entry short,2025-09-05 18:30:00,Short,110312.8,0.099722,11000.613041600001,-158.96,-1.44,41.75,0.38,-154.5,-1.4,-6320.01,-63.2
97,Exit short,2025-09-08 09:45:00,SL,111818,0.099722,11000.613041600001,-158.96,-1.44,41.75,0.38,-154.5,-1.4,-6474.57,-64.75
97,Entry short,2025-09-05 18:30:00,Short,110312.8,0.099722,11000.613041600001,-158.96,-1.44,41.75,0.38,-154.5,-1.4,-6474.57,-64.75
98,Exit short,2025-09-09 07:00:00,SL,112376,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6650.67,-66.51
98,Entry short,2025-09-09 01:45:00,Short,111597.4,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6650.67,-66.51
99,Exit short,2025-09-09 07:00:00,SL,112376,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6809.54,-68.1
99,Entry short,2025-09-09 01:45:00,Short,111597.4,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6809.54,-68.1
100,Exit long,2025-09-09 15:30:00,SL,111715.3,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7038.63,-70.39
100,Entry long,2025-09-09 07:00:00,Long,112650.6,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7038.63,-70.39
101,Exit long,2025-09-09 15:30:00,SL,111715.3,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7248.42,-72.48
101,Entry long,2025-09-09 07:00:00,Long,112650.6,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7248.42,-72.48
102,Exit short,2025-09-10 08:15:00,SL,112148,0.109459,12125.4958594,-159.87,-1.32,1.9,0.02,-154.96,-1.28,-7413.14,-74.13
102,Entry short,2025-09-09 16:30:00,Short,110776.6,0.109459,12125.4958594,-159.87,-1.32,1.9,0.02,-154.96,-1.28,-7413.14,-74.13
103,Exit short,2025-09-10 08:15:00,SL,112148,0.109459,12125.4958594,-159.87,-1.32,1.9,0.02,-154.96,-1.28,-7568.17,-75.68
103,Entry short,2025-09-09 16:30:00,Short,110776.6,0.109459,12125.4958594,-159.87,-1.32,1.9,0.02,-154.96,-1.28,-7568.17,-75.68
104,Exit short,2025-09-11 14:45:00,SL,114510.4,0.13958,15833.215426,-162.87,-1.03,6.79,0.04,-156.48,-0.99,-7737.37,-77.37
104,Entry short,2025-09-11 14:00:00,Short,113434.7,0.13958,15833.215426,-162.87,-1.03,6.79,0.04,-156.48,-0.99,-7737.37,-77.37
105,Exit short,2025-09-11 14:45:00,SL,114510.4,0.139581,15833.328860700001,-162.87,-1.03,6.79,0.04,-156.48,-0.99,-7893.91,-78.94
105,Entry short,2025-09-11 14:00:00,Short,113434.7,0.139581,15833.328860700001,-162.87,-1.03,6.79,0.04,-156.48,-0.99,-7893.91,-78.94
106,Exit long,2025-09-15 10:00:00,BE,114617.9,0.139982,16024.509441,7.11,0.04,313.37,1.95,-83.27,-0.52,-7893.22,-78.93
106,Entry long,2025-09-11 15:30:00,Long,114475.5,0.139982,16024.509441,7.11,0.04,313.37,1.95,-83.27,-0.52,-7893.22,-78.93
107,Exit long,2025-09-15 10:00:00,BE,114617.9,0.139983,16024.623916499999,7.11,0.04,313.37,1.95,-83.27,-0.52,-7879.7,-78.8
107,Entry long,2025-09-11 15:30:00,Long,114475.5,0.139983,16024.623916499999,7.11,0.04,313.37,1.95,-83.27,-0.52,-7879.7,-78.8
108,Exit long,2025-09-16 14:45:00,SL,114713.6,0.206676,23908.7550348,-219.25,-0.92,49.48,0.21,-209.77,-0.88,-8108.52,-81.09
108,Entry long,2025-09-16 06:15:00,Long,115682.3,0.206676,23908.7550348,-219.25,-0.92,49.48,0.21,-209.77,-0.88,-8108.52,-81.09
109,Exit long,2025-09-16 14:45:00,SL,114713.6,0.206676,23908.7550348,-219.25,-0.92,49.48,0.21,-209.77,-0.88,-8318.21,-83.18
109,Entry long,2025-09-16 06:15:00,Long,115682.3,0.206676,23908.7550348,-219.25,-0.92,49.48,0.21,-209.77,-0.88,-8318.21,-83.18
110,Exit long,2025-09-17 05:45:00,BE,116125.5,0.191369,22202.918433500003,2.13,0.01,194.05,0.87,-11.08,-0.05,-8324.96,-83.25
110,Entry long,2025-09-16 17:45:00,Long,116021.5,0.191369,22202.918433500003,2.13,0.01,194.05,0.87,-11.08,-0.05,-8324.96,-83.25
111,Exit long,2025-09-17 05:45:00,BE,116125.5,0.19137,22203.034455,2.13,0.01,194.05,0.87,-11.08,-0.05,-8313.94,-83.14
111,Entry long,2025-09-16 17:45:00,Long,116021.5,0.19137,22203.034455,2.13,0.01,194.05,0.87,-11.08,-0.05,-8313.94,-83.14
112,Exit short,2025-09-17 18:30:00,BE,116005.9,0.215382,24999.8410422,-5.74,-0.02,150.8,0.6,-56.46,-0.23,-8329.68,-83.3
112,Entry short,2025-09-17 14:00:00,Short,116072.1,0.215382,24999.8410422,-5.74,-0.02,150.8,0.6,-56.46,-0.23,-8329.68,-83.3
113,Exit short,2025-09-17 18:30:00,BE,116005.9,0.215382,24999.8410422,-5.74,-0.02,150.8,0.6,-56.46,-0.23,-8325.42,-83.25
113,Entry short,2025-09-17 14:00:00,Short,116072.1,0.215382,24999.8410422,-5.74,-0.02,150.8,0.6,-56.46,-0.23,-8325.42,-83.25
114,Exit long,2025-09-19 20:00:00,SL,115245.8,0.132047,15418.0057905,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8543.98,-85.44
114,Entry long,2025-09-18 00:00:00,Long,116761.5,0.132047,15418.0057905,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8543.98,-85.44
115,Exit long,2025-09-19 20:00:00,SL,115245.8,0.132048,15418.122552,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8750.21,-87.5
115,Entry long,2025-09-18 00:00:00,Long,116761.5,0.132048,15418.122552,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8750.21,-87.5
116,Exit long,2025-09-20 19:00:00,SL,115714.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8841.83,-88.42
116,Entry long,2025-09-20 16:00:00,Long,116000.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8841.83,-88.42
117,Exit long,2025-09-20 19:00:00,SL,115714.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8913.44,-89.13
117,Entry long,2025-09-20 16:00:00,Long,116000.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8913.44,-89.13
118,Exit short,2025-09-21 18:45:00,BE,115509,0.216383,24999.8531816,-14.33,-0.06,71.62,0.29,-62.54,-0.25,-8937.77,-89.38
118,Entry short,2025-09-21 01:15:00,Short,115535.2,0.216383,24999.8531816,-14.33,-0.06,71.62,0.29,-62.54,-0.25,-8937.77,-89.38
119,Exit short,2025-09-21 18:45:00,BE,115509,0.216383,24999.8531816,-14.33,-0.06,71.62,0.29,-62.54,-0.25,-8942.1,-89.42
119,Entry short,2025-09-21 01:15:00,Short,115535.2,0.216383,24999.8531816,-14.33,-0.06,71.62,0.29,-62.54,-0.25,-8942.1,-89.42
120,Exit long,2025-09-23 18:45:00,SL,111899.4,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-9168.68,-91.69
120,Entry long,2025-09-23 07:45:00,Long,112924.6,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-9168.68,-91.69
121,Exit long,2025-09-23 18:45:00,SL,111899.4,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-9377.62,-93.78
121,Entry long,2025-09-23 07:45:00,Long,112924.6,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-9377.62,-93.78
122,Exit long,2025-09-25 02:30:00,BE,112776.6,0.190291,21440.467552,2.74,0.01,224.3,1.05,-68.63,-0.32,-9383.46,-93.83
122,Entry long,2025-09-24 07:00:00,Long,112672,0.190291,21440.467552,2.74,0.01,224.3,1.05,-68.63,-0.32,-9383.46,-93.83
123,Exit long,2025-09-25 02:30:00,BE,112776.6,0.190292,21440.580223999998,2.74,0.01,224.3,1.05,-68.63,-0.32,-9372.14,-93.72
123,Entry long,2025-09-24 07:00:00,Long,112672,0.190292,21440.580223999998,2.74,0.01,224.3,1.05,-68.63,-0.32,-9372.14,-93.72
